Location,Race,TimeFrame,DataFormat,Data
Ohio,Non-Hispanic Black alone,2014,Number,388626
Ohio,Hispanic or Latino,2014,Number,149687
Ohio,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,1166
Ohio,Non-Hispanic White alone,2014,Number,1926953
Ohio,Non-Hispanic Two or More Race Groups,2014,Number,117113
Ohio,Total less than 18,2014,Number,2640764
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,96531
Oklahoma,Non-Hispanic Asian alone,2014,Number,17977
Oklahoma,Non-Hispanic Black alone,2014,Number,77563
Oklahoma,Hispanic or Latino,2014,Number,153815
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,1687
Oklahoma,Non-Hispanic White alone,2014,Number,519808
Oklahoma,Non-Hispanic Two or More Race Groups,2014,Number,86849
Oklahoma,Total less than 18,2014,Number,954230
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2014,Percent,0.1
Oklahoma,Non-Hispanic Asian alone,2014,Percent,0.02
Oklahoma,Non-Hispanic Black alone,2014,Percent,0.08
Oklahoma,Hispanic or Latino,2014,Percent,0.16
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Percent,<.5%
Oklahoma,Non-Hispanic White alone,2014,Percent,0.54
Oklahoma,Non-Hispanic Two or More Race Groups,2014,Percent,0.09
Oklahoma,Total less than 18,2014,Percent,1
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2012,Percent,0.1
Oklahoma,Non-Hispanic Asian alone,2012,Percent,0.02
Oklahoma,Non-Hispanic Black alone,2012,Percent,0.08
Oklahoma,Hispanic or Latino,2012,Percent,0.15
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2012,Percent,<.5%
Oklahoma,Non-Hispanic White alone,2012,Percent,0.55
Oklahoma,Non-Hispanic Two or More Race Groups,2012,Percent,0.09
Oklahoma,Total less than 18,2012,Percent,1
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2012,Number,98583
Oklahoma,Non-Hispanic Asian alone,2012,Number,16551
Oklahoma,Non-Hispanic Black alone,2012,Number,76786
Oklahoma,Hispanic or Latino,2012,Number,143857
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2012,Number,1529
Oklahoma,Non-Hispanic White alone,2012,Number,518974
Oklahoma,Non-Hispanic Two or More Race Groups,2012,Number,83910
Oklahoma,Total less than 18,2012,Number,940190
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2011,Number,99756
Oklahoma,Non-Hispanic Asian alone,2011,Number,15988
Oklahoma,Non-Hispanic Black alone,2011,Number,76974
Oklahoma,Hispanic or Latino,2011,Number,139048
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2011,Number,1403
Oklahoma,Non-Hispanic White alone,2011,Number,519676
Oklahoma,Non-Hispanic Two or More Race Groups,2011,Number,83041
Oklahoma,Total less than 18,2011,Number,935886
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2011,Percent,0.11
Oklahoma,Non-Hispanic Asian alone,2011,Percent,0.02
Oklahoma,Non-Hispanic Black alone,2011,Percent,0.08
Oklahoma,Hispanic or Latino,2011,Percent,0.15
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2011,Percent,<.5%
Oklahoma,Non-Hispanic White alone,2011,Percent,0.56
Oklahoma,Non-Hispanic Two or More Race Groups,2011,Percent,0.09
Oklahoma,Total less than 18,2011,Percent,1
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2015,Number,95376
Oklahoma,Non-Hispanic Asian alone,2015,Number,18651
Oklahoma,Non-Hispanic Black alone,2015,Number,77822
Oklahoma,Hispanic or Latino,2015,Number,157291
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Number,1739
Oklahoma,Non-Hispanic White alone,2015,Number,520244
Oklahoma,Non-Hispanic Two or More Race Groups,2015,Number,90198
Oklahoma,Total less than 18,2015,Number,961321
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,0.1
Oklahoma,Non-Hispanic Asian alone,2015,Percent,0.02
Oklahoma,Non-Hispanic Black alone,2015,Percent,0.08
Oklahoma,Hispanic or Latino,2015,Percent,0.16
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,<.5%
Oklahoma,Non-Hispanic White alone,2015,Percent,0.54
Oklahoma,Non-Hispanic Two or More Race Groups,2015,Percent,0.09
Oklahoma,Total less than 18,2015,Percent,1
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2010,Number,100837
Oklahoma,Non-Hispanic Asian alone,2010,Number,15495
Oklahoma,Non-Hispanic Black alone,2010,Number,76990
Oklahoma,Hispanic or Latino,2010,Number,134076
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Number,1337
Oklahoma,Non-Hispanic White alone,2010,Number,520855
Oklahoma,Non-Hispanic Two or More Race Groups,2010,Number,81989
Oklahoma,Total less than 18,2010,Number,931579
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0.11
Oklahoma,Non-Hispanic Asian alone,2010,Percent,0.02
Oklahoma,Non-Hispanic Black alone,2010,Percent,0.08
Oklahoma,Hispanic or Latino,2010,Percent,0.14
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,<.5%
Oklahoma,Non-Hispanic White alone,2010,Percent,0.56
Oklahoma,Non-Hispanic Two or More Race Groups,2010,Percent,0.09
Oklahoma,Total less than 18,2010,Percent,1
Oklahoma,Non-Hispanic Two or More Race Groups,2009,Percent,0.08
Oklahoma,Non-Hispanic Asian alone,2009,Percent,0.02
Oklahoma,Non-Hispanic Black alone,2009,Percent,0.08
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2009,Percent,0.11
Oklahoma,Hispanic or Latino,2009,Percent,0.14
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Percent,<.5%
Oklahoma,Total less than 18,2009,Percent,1
Oklahoma,Non-Hispanic White alone,2009,Percent,0.57
Oklahoma,Non-Hispanic Two or More Race Groups,2009,Number,77440
Oklahoma,Total less than 18,2009,Number,922711
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,100205
Oklahoma,Non-Hispanic Asian alone,2009,Number,14864
Oklahoma,Non-Hispanic White alone,2009,Number,523879
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,1209
Oklahoma,Hispanic or Latino,2009,Number,127793
Oklahoma,Non-Hispanic Black alone,2009,Number,77321
Oklahoma,Total less than 18,2008,Number,910617
Oklahoma,Non-Hispanic Two or More Race Groups,2008,Number,73053
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2008,Number,1151
Oklahoma,Non-Hispanic White alone,2008,Number,525697
Oklahoma,Non-Hispanic Two or More Race Groups,2008,Percent,0.08
Oklahoma,Total less than 18,2008,Percent,1
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2008,Percent,0.11
Oklahoma,Non-Hispanic Asian alone,2008,Percent,0.02
Oklahoma,Non-Hispanic Black alone,2008,Percent,0.09
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2008,Percent,<.5%
Oklahoma,Non-Hispanic White alone,2008,Percent,0.58
Oklahoma,Hispanic or Latino,2008,Percent,0.13
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2013,Percent,0.1
Oklahoma,Non-Hispanic Asian alone,2013,Percent,0.02
Oklahoma,Non-Hispanic Black alone,2013,Percent,0.08
Oklahoma,Hispanic or Latino,2013,Percent,0.16
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2013,Percent,<.5%
Oklahoma,Non-Hispanic White alone,2013,Percent,0.55
Oklahoma,Non-Hispanic Two or More Race Groups,2013,Percent,0.09
Oklahoma,Total less than 18,2013,Percent,1
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2013,Number,97736
Oklahoma,Non-Hispanic Asian alone,2013,Number,17248
Oklahoma,Non-Hispanic Black alone,2013,Number,77200
Oklahoma,Hispanic or Latino,2013,Number,149719
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2013,Number,1636
Oklahoma,Non-Hispanic White alone,2013,Number,520007
Oklahoma,Non-Hispanic Two or More Race Groups,2013,Number,84934
Oklahoma,Total less than 18,2013,Number,948480
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2008,Number,98887
Oklahoma,Non-Hispanic Asian alone,2008,Number,14237
Oklahoma,Non-Hispanic Black alone,2008,Number,77403
Oklahoma,Hispanic or Latino,2008,Number,120189
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2007,Number,97679
Oklahoma,Non-Hispanic Black alone,2007,Number,78377
Oklahoma,Non-Hispanic Asian alone,2007,Number,13623
Oklahoma,Non-Hispanic Two or More Race Groups,2007,Number,69579
Oklahoma,Non-Hispanic White alone,2007,Number,530053
Oklahoma,Total less than 18,2007,Number,904328
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Number,1114
Oklahoma,Hispanic or Latino,2007,Number,113903
Oklahoma,Non-Hispanic White alone,2007,Percent,0.59
Oklahoma,Non-Hispanic Two or More Race Groups,2007,Percent,0.08
Oklahoma,Total less than 18,2007,Percent,1
Oklahoma,Non-Hispanic Asian alone,2007,Percent,0.02
Oklahoma,Non-Hispanic Black alone,2007,Percent,0.09
Oklahoma,Hispanic or Latino,2007,Percent,0.13
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,<.5%
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0.11
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2005,Number,974
Oklahoma,Non-Hispanic White alone,2005,Number,535666
Oklahoma,Hispanic or Latino,2005,Number,98461
Oklahoma,Non-Hispanic Black alone,2005,Number,78595
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2005,Number,95468
Oklahoma,Non-Hispanic Asian alone,2005,Number,12554
Oklahoma,Non-Hispanic Black alone,2006,Percent,0.09
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,0.11
Oklahoma,Non-Hispanic Asian alone,2006,Percent,0.01
Oklahoma,Total less than 18,2006,Number,894761
Oklahoma,Non-Hispanic Two or More Race Groups,2006,Number,66410
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Number,1014
Oklahoma,Non-Hispanic White alone,2006,Number,532925
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2006,Number,96613
Oklahoma,Non-Hispanic Asian alone,2006,Number,13086
Oklahoma,Non-Hispanic Black alone,2006,Number,78745
Oklahoma,Hispanic or Latino,2006,Number,105968
Oklahoma,Total less than 18,2006,Percent,1
Oklahoma,Non-Hispanic Two or More Race Groups,2006,Percent,0.07
Oklahoma,Non-Hispanic White alone,2006,Percent,0.6
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,<.5%
Oklahoma,Hispanic or Latino,2006,Percent,0.12
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2005,Percent,<.5%
Oklahoma,Non-Hispanic White alone,2005,Percent,0.61
Oklahoma,Total less than 18,2005,Percent,1
Oklahoma,Non-Hispanic Two or More Race Groups,2005,Percent,0.07
Oklahoma,Non-Hispanic Two or More Race Groups,2005,Number,63598
Oklahoma,Total less than 18,2005,Number,885316
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2005,Percent,0.11
Oklahoma,Non-Hispanic Asian alone,2005,Percent,0.01
Oklahoma,Non-Hispanic Black alone,2005,Percent,0.09
Oklahoma,Hispanic or Latino,2005,Percent,0.11
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2004,Number,94685
Oklahoma,Non-Hispanic Asian alone,2004,Number,12229
Oklahoma,Non-Hispanic Black alone,2004,Number,79245
Oklahoma,Non-Hispanic Two or More Race Groups,2004,Number,61261
Oklahoma,Non-Hispanic White alone,2004,Number,541326
Oklahoma,Hispanic or Latino,2004,Number,91955
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2004,Number,905
Oklahoma,Total less than 18,2004,Percent,1
Oklahoma,Total less than 18,2004,Number,881606
Oklahoma,Non-Hispanic White alone,2004,Percent,0.61
Oklahoma,Non-Hispanic Two or More Race Groups,2004,Percent,0.07
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2004,Percent,<.5%
Oklahoma,Non-Hispanic Black alone,2004,Percent,0.09
Oklahoma,Hispanic or Latino,2004,Percent,0.1
Oklahoma,Non-Hispanic Asian alone,2004,Percent,0.01
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2004,Percent,0.11
Oklahoma,Non-Hispanic White alone,2003,Number,550295
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2003,Number,823
Oklahoma,Total less than 18,2003,Number,883959
Oklahoma,Non-Hispanic Two or More Race Groups,2003,Number,59096
Oklahoma,Total less than 18,2003,Percent,1
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2003,Number,94532
Oklahoma,Hispanic or Latino,2003,Number,86755
Oklahoma,Non-Hispanic Black alone,2003,Number,80457
Oklahoma,Non-Hispanic Asian alone,2003,Number,12001
Oklahoma,Non-Hispanic Two or More Race Groups,2003,Percent,0.07
Oklahoma,Non-Hispanic White alone,2003,Percent,0.62
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2003,Percent,<.5%
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2003,Percent,0.11
Oklahoma,Non-Hispanic Asian alone,2003,Percent,0.01
Oklahoma,Hispanic or Latino,2003,Percent,0.1
Oklahoma,Non-Hispanic Black alone,2003,Percent,0.09
Oklahoma,Non-Hispanic White alone,2001,Number,565175
Oklahoma,Non-Hispanic Two or More Race Groups,2001,Number,55670
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2001,Number,693
Oklahoma,Hispanic or Latino,2001,Number,75863
Oklahoma,Non-Hispanic Asian alone,2001,Number,11371
Oklahoma,Non-Hispanic Black alone,2001,Number,82273
Oklahoma,Non-Hispanic Two or More Race Groups,2001,Percent,0.06
Oklahoma,Non-Hispanic White alone,2001,Percent,0.64
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2001,Percent,<.5%
Oklahoma,Total less than 18,2001,Number,885218
Oklahoma,Total less than 18,2001,Percent,1
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2001,Number,94173
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2002,Number,94285
Oklahoma,Non-Hispanic Asian alone,2002,Number,11678
Oklahoma,Non-Hispanic Black alone,2002,Number,81435
Oklahoma,Hispanic or Latino,2002,Number,81795
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2002,Number,764
Oklahoma,Non-Hispanic White alone,2002,Number,557662
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2002,Percent,<.5%
Oklahoma,Non-Hispanic White alone,2002,Percent,0.63
Oklahoma,Non-Hispanic Two or More Race Groups,2002,Percent,0.06
Oklahoma,Total less than 18,2002,Number,884961
Oklahoma,Non-Hispanic Two or More Race Groups,2002,Number,57342
Oklahoma,Total less than 18,2002,Percent,1
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2002,Percent,0.11
Oklahoma,Hispanic or Latino,2002,Percent,0.09
Oklahoma,Non-Hispanic Asian alone,2002,Percent,0.01
Oklahoma,Non-Hispanic Black alone,2002,Percent,0.09
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2001,Percent,0.11
Oklahoma,Hispanic or Latino,2001,Percent,0.09
Oklahoma,Non-Hispanic Asian alone,2001,Percent,0.01
Oklahoma,Non-Hispanic Black alone,2001,Percent,0.09
Oklahoma,Non-Hispanic White alone,2000,Percent,0.65
Oklahoma,Non-Hispanic Two or More Race Groups,2000,Percent,0.06
Oklahoma,Total less than 18,2000,Percent,1
Oklahoma,Non-Hispanic Two or More Race Groups,2000,Number,54378
Oklahoma,Non-Hispanic White alone,2000,Number,576513
Oklahoma,Total less than 18,2000,Number,891847
Oklahoma,Non-Hispanic Asian alone,2000,Percent,0.01
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,0.11
Oklahoma,Hispanic or Latino,2000,Percent,0.08
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,<.5%
Oklahoma,Non-Hispanic Black alone,2000,Percent,0.09
Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2000,Number,94895
Oklahoma,Non-Hispanic Asian alone,2000,Number,11092
Oklahoma,Non-Hispanic Black alone,2000,Number,83604
Oklahoma,Hispanic or Latino,2000,Number,70713
Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Number,652
Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Number,2412
Oregon,Hispanic or Latino,2000,Number,108854
Oregon,Non-Hispanic Black alone,2000,Number,16903
Oregon,Non-Hispanic Asian alone,2000,Number,25241
Oregon,Non-Hispanic American Indian and Alaskan Native alone,2000,Number,12530
Oregon,Non-Hispanic Black alone,2000,Percent,0.02
Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,<.5%
Oregon,Hispanic or Latino,2000,Percent,0.13
Oregon,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,0.01
Oregon,Non-Hispanic Asian alone,2000,Percent,0.03
Oregon,Total less than 18,2000,Number,847511
Oregon,Total less than 18,2000,Percent,1
Oregon,Non-Hispanic White alone,2000,Number,649805
Oregon,Non-Hispanic Two or More Race Groups,2000,Number,31766
Oregon,Non-Hispanic Two or More Race Groups,2000,Percent,0.04
Oregon,Non-Hispanic White alone,2000,Percent,0.77
Oregon,Non-Hispanic Black alone,2001,Percent,0.02
Oregon,Non-Hispanic Asian alone,2001,Percent,0.03
Oregon,Hispanic or Latino,2001,Percent,0.14
Oregon,Non-Hispanic American Indian and Alaskan Native alone,2001,Percent,0.01
Oregon,Non-Hispanic Black alone,2002,Percent,0.02
Oregon,Non-Hispanic Asian alone,2002,Percent,0.03
Oregon,Hispanic or Latino,2002,Percent,0.14
Oregon,Non-Hispanic American Indian and Alaskan Native alone,2002,Percent,0.01
Oregon,Total less than 18,2002,Percent,1
Oregon,Non-Hispanic Two or More Race Groups,2002,Number,34129
Oregon,Total less than 18,2002,Number,850733
Oregon,Non-Hispanic Two or More Race Groups,2002,Percent,0.04
Oregon,Non-Hispanic White alone,2002,Percent,0.75
Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2002,Percent,<.5%
Oregon,Non-Hispanic White alone,2002,Number,634769
Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2002,Number,2677
Oregon,Hispanic or Latino,2002,Number,123253
Oregon,Non-Hispanic Black alone,2002,Number,17322
Oregon,Non-Hispanic Asian alone,2002,Number,26430
Oregon,Non-Hispanic American Indian and Alaskan Native alone,2002,Number,12153
Oregon,Non-Hispanic American Indian and Alaskan Native alone,2001,Number,12355
Oregon,Total less than 18,2001,Percent,1
Oregon,Total less than 18,2001,Number,848663
Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2001,Percent,<.5%
Oregon,Non-Hispanic Two or More Race Groups,2001,Percent,0.04
Oregon,Non-Hispanic White alone,2001,Percent,0.76
Oregon,Non-Hispanic Black alone,2001,Number,17051
Oregon,Non-Hispanic Asian alone,2001,Number,25804
Oregon,Hispanic or Latino,2001,Number,116191
Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2001,Number,2572
Oregon,Non-Hispanic Two or More Race Groups,2001,Number,32877
Oregon,Non-Hispanic White alone,2001,Number,641813
Oregon,Non-Hispanic Black alone,2003,Percent,0.02
Oregon,Hispanic or Latino,2003,Percent,0.15
Oregon,Non-Hispanic Asian alone,2003,Percent,0.03
Oregon,Non-Hispanic American Indian and Alaskan Native alone,2003,Percent,0.01
Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2003,Percent,<.5%
Oregon,Non-Hispanic Two or More Race Groups,2003,Percent,0.04
Oregon,Non-Hispanic White alone,2003,Percent,0.74
Oregon,Non-Hispanic Asian alone,2003,Number,27046
Oregon,Non-Hispanic Black alone,2003,Number,17307
Oregon,Non-Hispanic American Indian and Alaskan Native alone,2003,Number,11920
Oregon,Total less than 18,2003,Percent,1
Oregon,Non-Hispanic Two or More Race Groups,2003,Number,35300
Oregon,Total less than 18,2003,Number,850251
Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2003,Number,2886
Oregon,Hispanic or Latino,2003,Number,129890
Oregon,Non-Hispanic White alone,2003,Number,625902
Oregon,Non-Hispanic American Indian and Alaskan Native alone,2004,Percent,0.01
Oregon,Non-Hispanic Asian alone,2004,Percent,0.03
Oregon,Hispanic or Latino,2004,Percent,0.16
Oregon,Non-Hispanic Black alone,2004,Percent,0.02
Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2004,Percent,<.5%
Oregon,Non-Hispanic White alone,2004,Percent,0.73
Oregon,Total less than 18,2004,Number,846786
Oregon,Total less than 18,2004,Percent,1
Oregon,Non-Hispanic Two or More Race Groups,2004,Percent,0.04
Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2004,Number,2913
Oregon,Hispanic or Latino,2004,Number,136386
Oregon,Non-Hispanic White alone,2004,Number,614635
Oregon,Non-Hispanic Two or More Race Groups,2004,Number,36406
Oregon,Non-Hispanic Black alone,2004,Number,17257
Oregon,Non-Hispanic Asian alone,2004,Number,27519
Oregon,Non-Hispanic American Indian and Alaskan Native alone,2004,Number,11670
Oregon,Hispanic or Latino,2005,Percent,0.17
Oregon,Non-Hispanic Black alone,2005,Percent,0.02
Oregon,Non-Hispanic Asian alone,2005,Percent,0.03
Oregon,Non-Hispanic American Indian and Alaskan Native alone,2005,Percent,0.01
Oregon,Total less than 18,2005,Number,849323
Oregon,Non-Hispanic Two or More Race Groups,2005,Number,37843
Oregon,Non-Hispanic Two or More Race Groups,2005,Percent,0.04
Oregon,Total less than 18,2005,Percent,1
Oregon,Non-Hispanic White alone,2005,Percent,0.71
Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2005,Percent,<.5%
Oregon,Hispanic or Latino,2006,Percent,0.18
Oregon,Non-Hispanic White alone,2006,Percent,0.7
Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,<.5%
Oregon,Non-Hispanic Two or More Race Groups,2006,Percent,0.05
Oregon,Total less than 18,2006,Percent,1
Oregon,Hispanic or Latino,2006,Number,152655
Oregon,Non-Hispanic Black alone,2006,Number,17895
Oregon,Non-Hispanic Asian alone,2006,Number,29277
Oregon,Non-Hispanic American Indian and Alaskan Native alone,2006,Number,11384
Oregon,Non-Hispanic White alone,2006,Number,602705
Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Number,3283
Oregon,Non-Hispanic Two or More Race Groups,2006,Number,39804
Oregon,Total less than 18,2006,Number,857003
Oregon,Non-Hispanic Asian alone,2006,Percent,0.03
Oregon,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,0.01
Oregon,Non-Hispanic Black alone,2006,Percent,0.02
Oregon,Non-Hispanic Asian alone,2005,Number,28409
Oregon,Non-Hispanic American Indian and Alaskan Native alone,2005,Number,11434
Oregon,Non-Hispanic Black alone,2005,Number,17415
Oregon,Hispanic or Latino,2005,Number,144110
Oregon,Non-Hispanic White alone,2005,Number,606961
Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2005,Number,3151
Oregon,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0.01
Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,<.5%
Oregon,Hispanic or Latino,2007,Percent,0.19
Oregon,Non-Hispanic Black alone,2007,Percent,0.02
Oregon,Non-Hispanic Asian alone,2007,Percent,0.03
Oregon,Total less than 18,2007,Percent,1
Oregon,Non-Hispanic Two or More Race Groups,2007,Percent,0.05
Oregon,Non-Hispanic White alone,2007,Percent,0.69
Oregon,Hispanic or Latino,2007,Number,162155
Oregon,Non-Hispanic Black alone,2007,Number,18240
Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Number,3493
Oregon,Total less than 18,2007,Number,862161
Oregon,Non-Hispanic White alone,2007,Number,595517
Oregon,Non-Hispanic Two or More Race Groups,2007,Number,41457
Oregon,Non-Hispanic Asian alone,2007,Number,30060
Oregon,Non-Hispanic American Indian and Alaskan Native alone,2007,Number,11239
Oregon,Hispanic or Latino,2008,Number,170318
Oregon,Non-Hispanic Black alone,2008,Number,18438
Oregon,Non-Hispanic Asian alone,2008,Number,30653
Oregon,Non-Hispanic American Indian and Alaskan Native alone,2008,Number,11161
Oregon,Non-Hispanic American Indian and Alaskan Native alone,2013,Number,10582
Oregon,Non-Hispanic Asian alone,2013,Number,32599
Oregon,Non-Hispanic Black alone,2013,Number,18553
Oregon,Hispanic or Latino,2013,Number,185226
Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2013,Number,3873
Oregon,Non-Hispanic White alone,2013,Number,558116
Oregon,Non-Hispanic Two or More Race Groups,2013,Number,48172
Oregon,Total less than 18,2013,Number,857121
Oregon,Non-Hispanic American Indian and Alaskan Native alone,2013,Percent,0.01
Oregon,Non-Hispanic Asian alone,2013,Percent,0.04
Oregon,Non-Hispanic Black alone,2013,Percent,0.02
Oregon,Hispanic or Latino,2013,Percent,0.22
Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2013,Percent,<.5%
Oregon,Non-Hispanic White alone,2013,Percent,0.65
Oregon,Non-Hispanic Two or More Race Groups,2013,Percent,0.06
Oregon,Total less than 18,2013,Percent,1
Oregon,Hispanic or Latino,2008,Percent,0.2
Oregon,Non-Hispanic White alone,2008,Percent,0.68
Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2008,Percent,<.5%
Oregon,Non-Hispanic Black alone,2008,Percent,0.02
Oregon,Non-Hispanic Asian alone,2008,Percent,0.04
Oregon,Non-Hispanic American Indian and Alaskan Native alone,2008,Percent,0.01
Oregon,Total less than 18,2008,Percent,1
Oregon,Non-Hispanic Two or More Race Groups,2008,Percent,0.05
Oregon,Non-Hispanic White alone,2008,Number,588351
Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2008,Number,3618
Oregon,Non-Hispanic Two or More Race Groups,2008,Number,43125
Oregon,Total less than 18,2008,Number,865664
Oregon,Non-Hispanic Black alone,2009,Number,18576
Oregon,Hispanic or Latino,2009,Number,176389
Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,3890
Oregon,Non-Hispanic White alone,2009,Number,580325
Oregon,Non-Hispanic Asian alone,2009,Number,31184
Oregon,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,11017
Oregon,Total less than 18,2009,Number,866194
Oregon,Non-Hispanic Two or More Race Groups,2009,Number,44813
Oregon,Non-Hispanic White alone,2009,Percent,0.67
Oregon,Total less than 18,2009,Percent,1
Oregon,Hispanic or Latino,2009,Percent,0.2
Oregon,Non-Hispanic American Indian and Alaskan Native alone,2009,Percent,0.01
Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Percent,<.5%
Oregon,Non-Hispanic Black alone,2009,Percent,0.02
Oregon,Non-Hispanic Asian alone,2009,Percent,0.04
Oregon,Non-Hispanic Two or More Race Groups,2009,Percent,0.05
Oregon,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0.01
